service,start_time,end_time,duration_sec
payment-service,2025-01-05 10:33:20,2025-01-05 10:35:55,155.0
payment-service,2025-01-05 10:33:12,2025-01-05 10:36:15,183.0
payment-service,2025-01-05 10:33:10,2025-01-05 10:36:30,200.0
payment-service,2025-01-05 10:31:07,2025-01-05 10:36:41,334.0
payment-service,2025-01-05 10:26:57,2025-01-05 10:36:43,586.0
payment-service,2025-01-05 10:37:20,2025-01-05 10:37:36,16.0
payment-service,2025-01-05 10:37:16,2025-01-05 10:37:44,28.0
payment-service,2025-01-05 10:37:08,2025-01-05 10:37:47,39.0
payment-service,2025-01-05 10:40:16,2025-01-05 10:40:22,6.0
payment-service,2025-01-05 10:40:59,2025-01-05 10:41:10,11.0
payment-service,2025-01-05 10:40:25,2025-01-05 10:41:30,65.0
payment-service,2025-01-05 10:40:11,2025-01-05 10:41:40,89.0
payment-service,2025-01-05 10:41:58,2025-01-05 10:42:05,7.0
payment-service,2025-01-05 10:42:16,2025-01-05 10:42:31,15.0
payment-service,2025-01-05 10:42:10,2025-01-05 10:42:32,22.0
payment-service,2025-01-05 10:43:39,2025-01-05 10:43:43,4.0
payment-service,2025-01-05 10:42:58,2025-01-05 10:44:02,64.0
payment-service,2025-01-05 10:44:06,2025-01-05 10:44:15,9.0
payment-service,2025-01-05 10:44:20,2025-01-05 10:44:49,29.0
payment-service,2025-01-05 10:41:57,2025-01-05 10:44:52,175.0
payment-service,2025-01-05 10:41:53,2025-01-05 10:45:00,187.0
payment-service,2025-01-05 10:39:18,2025-01-05 10:45:14,356.0
payment-service,2025-01-05 10:45:31,2025-01-05 10:45:45,14.0
payment-service,2025-01-05 10:46:36,2025-01-05 10:46:44,8.0
payment-service,2025-01-05 10:46:29,2025-01-05 10:46:48,19.0
payment-service,2025-01-05 10:46:22,2025-01-05 10:47:11,49.0
payment-service,2025-01-05 10:46:08,2025-01-05 10:47:18,70.0
payment-service,2025-01-05 10:47:23,2025-01-05 10:47:27,4.0
payment-service,2025-01-05 10:46:04,2025-01-05 10:47:38,94.0
payment-service,2025-01-05 10:48:06,2025-01-05 10:48:09,3.0
payment-service,2025-01-05 10:47:58,2025-01-05 10:48:17,19.0
payment-service,2025-01-05 10:45:28,2025-01-05 10:48:18,170.0
payment-service,2025-01-05 10:48:37,2025-01-05 10:48:49,12.0
payment-service,2025-01-05 10:49:05,2025-01-05 10:49:09,4.0
payment-service,2025-01-05 10:49:14,2025-01-05 10:49:31,17.0
payment-service,2025-01-05 10:45:19,2025-01-05 10:49:35,256.0
payment-service,2025-01-05 10:39:11,2025-01-05 10:49:42,631.0
payment-service,2025-01-05 10:49:50,2025-01-05 10:49:57,7.0
payment-service,2025-01-05 10:50:02,2025-01-05 10:50:07,5.0
payment-service,2025-01-05 10:38:48,2025-01-05 10:50:24,696.0
payment-service,2025-01-05 10:38:33,2025-01-05 10:50:42,729.0
payment-service,2025-01-05 10:38:30,2025-01-05 10:50:46,736.0
payment-service,2025-01-05 10:50:48,2025-01-05 10:50:51,3.0
payment-service,2025-01-05 10:51:27,2025-01-05 10:51:29,2.0
payment-service,2025-01-05 10:52:06,2025-01-05 10:52:13,7.0
payment-service,2025-01-05 10:52:05,2025-01-05 10:52:15,10.0
payment-service,2025-01-05 10:52:45,2025-01-05 10:53:42,57.0
payment-service,2025-01-05 10:53:48,2025-01-05 10:53:53,5.0
payment-service,2025-01-05 10:53:46,2025-01-05 10:54:06,20.0
payment-service,2025-01-05 10:52:40,2025-01-05 10:54:09,89.0
payment-service,2025-01-05 10:51:58,2025-01-05 10:54:14,136.0
payment-service,2025-01-05 10:51:53,2025-01-05 10:54:23,150.0
payment-service,2025-01-05 10:51:44,2025-01-05 10:54:32,168.0
payment-service,2025-01-05 10:51:23,2025-01-05 10:54:44,201.0
payment-service,2025-01-05 10:55:00,2025-01-05 10:55:13,13.0
payment-service,2025-01-05 10:54:59,2025-01-05 10:55:19,20.0
payment-service,2025-01-05 10:50:59,2025-01-05 10:55:30,271.0
payment-service,2025-01-05 10:38:29,2025-01-05 10:55:42,1033.0
payment-service,2025-01-05 10:56:51,2025-01-05 10:56:55,4.0
payment-service,2025-01-05 10:56:46,2025-01-05 10:57:06,20.0
payment-service,2025-01-05 10:57:43,,
payment-service,,,
payment-service,,,
payment-service,,,
payment-service,,,
payment-service,,,
payment-service,,,
payment-service,,,
payment-service,,,
